# {
#     "changing_threshold": 0.2,
#     "command": "/g100/home/userexternal/xdhori00/.conda/envs/majiq/bin/voila tsv --threshold 0.2 -j 30 output/splicegraph.sql output/oocyte-cumulus.deltapsi.voila -f ../output_tsv/PRJNA649934_voila.tsv",
#     "group_sizes": {
#         "cumulus": 4,
#         "oocyte": 6
#     },
#     "non_changing_threshold": 0.05,
#     "voila_version": "2.4.dev102+g2cae1507"
# }
gene_name	gene_id	lsv_id	mean_dpsi_per_lsv_junction	probability_changing	probability_non_changing	oocyte_mean_psi	cumulus_mean_psi	lsv_type	num_junctions	num_exons	de_novo_junctions	seqid	strand	junctions_coords	exons_coords	ir_coords	ucsc_lsv_link
GGCX	ENSG00000115486.13	ENSG00000115486.13:s:85561386-85561532	-0.2930;0.2940;-0.0000	9.103e-01;9.132e-01;5.488e-21	2.475e-05;2.203e-05;9.999e-01	0.8770;0.1205;0.0026	0.5830;0.4154;0.0017	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr2	-	85560985-85561386;85559075-85561386;85555590-85561386	85554844-85555590;85558725-85559075;85560815-85560985;85561386-85561532		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A85561532-85554844
GGCX	ENSG00000115486.13	ENSG00000115486.13:t:85558725-85559075	0.2140;-0.2140	5.976e-01;5.976e-01	3.270e-04;3.270e-04	0.0736;0.9264	0.2889;0.7111	t|1e1.1o1|1e2.1o1	2	3	0;0	chr2	-	85559075-85561386;85559075-85560815	85558725-85559075;85560815-85560985;85561386-85561532		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A85561532-85558725
CHMP3	ENSG00000115561.16	ENSG00000115561.16:s:86529218-86529397	0.0000;-0.2660;0.2643	5.487e-21;9.629e-01;9.589e-01	1.000e+00;0.000e+00;1.493e-15	0.0002;0.3376;0.6622	0.0020;0.0682;0.9312	s|2e2.2o2|3e1.1o1|3e2.1o2	3	3	0;0;0	chr2	-	86510429-86529288;86527241-86529218;86510479-86529218	86510358-86512535;86527048-86527241;86529218-86529397		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A86529397-86510358
TMEM59	ENSG00000116209.12	ENSG00000116209.12:s:54053356-54053504	0.0000;-0.3013;-0.0000;0.3021	5.226e-21;9.708e-01;5.226e-21;9.703e-01	1.000e+00;4.811e-09;1.000e+00;4.259e-09	0.0006;0.5790;0.0052;0.4150	0.0004;0.2853;0.0039;0.7113	s|1e1.1o1|1e2.1o1|1e3.1o1|i	4	4	0;0;0;0	chr1	-	54048682-54053356;54047372-54053356;54045786-54053356;54053205-54053355	54045486-54045786;54047267-54048013;54048650-54048682;54053356-54053504	54053205-54053355	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A54053504-54045486
TMEM59	ENSG00000116209.12	ENSG00000116209.12:t:54047267-54048013	-0.2569;0.2494;0.0000	9.004e-01;8.563e-01;5.487e-21	0.000e+00;2.742e-20;1.000e+00	0.2907;0.7089;0.0004	0.0464;0.9513;0.0022	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr1	-	54047372-54053356;54047372-54053000;54047372-54048650	54047267-54048013;54048650-54048682;54053000-54053204;54053356-54053504		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A54053504-54047267
FLVCR2	ENSG00000119686.10	ENSG00000119686.10:t:75633629-75633697	0.0025;0.9512;-0.5391;-0.4132;0.0001	3.141e-05;1.000e+00;1.000e+00;9.995e-01;2.775e-08	8.891e-01;1.972e-21;5.362e-14;2.979e-08;9.962e-01	0.0010;0.0010;0.5489;0.4439;0.0062	0.0183;0.9563;0.0037;0.0112;0.0037	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1	5	6	0;0;1;0;0	chr14	+	75622220-75633629;75624752-75633629;75631487-75633629;75631825-75633629;75632952-75633629	na-75631487;75622058-75622220;75624612-75624752;75631714-75631825;75632882-75632952;75633629-75633697		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr14%3A75633697-75622058
NR2C1	ENSG00000120798.17	ENSG00000120798.17:s:95049068-95049492	-0.2366;0.2318;0.0001	6.844e-01;6.611e-01;4.347e-09	7.641e-04;9.909e-04;9.974e-01	0.9963;0.0018;0.0018	0.7332;0.2615;0.0047	s|1e1.1o1|1e2.1o1|1e3.2o2	3	4	0;0;0	chr12	-	95040597-95049068;95031488-95049068;95028509-95049068	95028106-95028524;95031349-95031488;95040476-95040598;95049068-95049492		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A95049492-95028106
NT5C3A	ENSG00000122643.23	ENSG00000122643.23:s:33062568-33062796	-0.2272;0.2272	6.590e-01;6.590e-01	8.926e-04;8.926e-04	0.3849;0.6151	0.1482;0.8518	s|1e1.1o1|1e2.1o1	2	3	0;0	chr7	-	33035988-33062568;33026915-33062568	33026817-33027033;33035934-33035988;33062568-33062796		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A33062796-33026817
DAW1	ENSG00000123977.10	ENSG00000123977.10:s:227893795-227893917	-0.2013;0.0001;0.1955	5.449e-01;3.095e-08;5.034e-01	2.382e-03;9.950e-01;3.288e-03	0.2573;0.0005;0.7422	0.0497;0.0056;0.9443	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	1;0;0	chr2	+	227893917-227894719;227893917-227895499;227893917-227898182	227893795-227893917;227894719-na;227895499-227895591;227898182-227898281		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A227898281-227893795
DAW1	ENSG00000123977.10	ENSG00000123977.10:t:227889856-227890000	-0.6365;0.5773;0.0187	1.000e+00;9.999e-01;3.870e-03	0.000e+00;8.559e-13;4.830e-01	0.9855;0.0008;0.0137	0.3551;0.6043;0.0492	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;1;0	chr2	+	227885423-227889856;227888601-227889856;227889573-227889856	na-227888601;227885351-227885423;227889513-227889573;227889856-227890000		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A227890000-227885351
PLXNC1	ENSG00000136040.9	ENSG00000136040.9:s:94265131-94265225	-0.2527;0.2527	8.816e-01;8.816e-01	1.210e-04;1.210e-04	0.2813;0.7187	0.0143;0.9857	s|1e1.1o1|1e2.1o1	2	3	1;0	chr12	+	94265225-94265500;94265225-94279472	94265131-94265225;94265500-na;94279472-94279986		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A94279986-94265131
PTPRG	ENSG00000144724.20	ENSG00000144724.20:s:62003349-62003497	-0.5120;0.5120	9.998e-01;9.998e-01	1.526e-08;1.531e-08	0.5433;0.4567	0.0104;0.9896	s|1e1.1o1|1e2.1o1	2	3	1;0	chr3	+	62003497-62015813;62003497-62078163	62003349-62003497;62015813-62015932;62078163-62078258		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A62078258-62003349
PTPRG	ENSG00000144724.20	ENSG00000144724.20:s:62272946-62273081	-0.3828;0.3828	9.996e-01;9.996e-01	1.110e-16;2.896e-18	0.4059;0.5941	0.0022;0.9978	s|1e1.1o2|2e1.2o2	2	2	1;0	chr3	+	62272991-62273691;62273081-62273698	62272946-62273081;62273691-62273844		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A62273844-62272946
PTPRG	ENSG00000144724.20	ENSG00000144724.20:s:62273691-62273844	-0.3695;0.3695	9.844e-01;9.844e-01	1.656e-07;1.654e-07	0.4036;0.5964	0.0081;0.9919	s|1e2.1o1|2e1.1o1	2	3	1;0	chr3	+	62273826-62292614;62273844-62275873	62273691-62273844;62275873-62275966;62292614-na		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A62292624-62273691
PTPRG	ENSG00000144724.20	ENSG00000144724.20:s:62275873-62275966	0.8742;-0.8742	1.000e+00;1.000e+00	5.061e-21;0.000e+00	0.1128;0.8872	0.9684;0.0316	s|1e1.1o1|i	2	2	0;1	chr3	+	62275966-62276972;62275967-62276971	62275873-62275966;62276972-62277048	62275967-62276971	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A62277048-62275873
PTPRG	ENSG00000144724.20	ENSG00000144724.20:s:62276972-62277048	-0.7966;0.7966	1.000e+00;1.000e+00	0.000e+00;7.565e-21	0.8042;0.1958	0.0040;0.9960	s|1e2.2o2|2e1.1o1	2	3	1;0	chr3	+	62277004-62294700;62277048-62277551	62276972-62277048;62277551-62277679;62293161-62297609		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A62297609-62276972
PTPRG	ENSG00000144724.20	ENSG00000144724.20:t:62293161-62297609	0.6186;-0.6186	1.000e+00;1.000e+00	1.373e-20;0.000e+00	0.3702;0.6298	0.9980;0.0020	t|1e2.1o1|2e1.1o2	2	3	0;1	chr3	+	62292556-62293161;62277004-62294700	62276972-62277048;62292421-62292556;62293161-62297609		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A62297609-62276972
CAST	ENSG00000153113.24	ENSG00000153113.24:s:96722639-96722718	-0.0096;-0.2138;0.2684;-0.0001	7.543e-09;6.062e-01;8.805e-01;5.512e-21	7.290e-01;3.012e-04;4.746e-06;9.967e-01	0.0464;0.2533;0.6900;0.0135	0.0005;0.0389;0.9579;0.0025	s|1e1.1o2|1e1.2o2|1e2.1o1|2e1.2o2	4	3	0;0;0;0	chr5	+	96722698-96726754;96722698-96726794;96722698-96727489;96722718-96726794	96722639-96722718;96726754-96726859;96727489-96727530		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A96727530-96722639
CAST	ENSG00000153113.24	ENSG00000153113.24:t:96722639-96722718	-0.0000;0.3867;-0.3828;-0.0000;-0.0000;-0.0000	5.488e-21;9.994e-01;9.992e-01;5.488e-21;5.488e-21;5.488e-21	1.000e+00;1.611e-10;3.818e-10;1.000e+00;1.000e+00;1.000e+00	0.0013;0.0557;0.9388;0.0013;0.0013;0.0013	0.0004;0.4386;0.5597;0.0004;0.0004;0.0004	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o2|1e4.2o2|1e5.1o1	6	6	0;0;0;0;0;0	chr5	+	96662497-96722639;96695907-96722639;96702915-96722639;96703372-96722639;96703424-96722639;96712473-96722639	96662203-96662497;96695785-96696294;96702781-96702915;96703188-96703424;96712349-96712473;96722639-96722718		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A96722718-96662203
CAST	ENSG00000153113.24	ENSG00000153113.24:t:96727489-96727530	0.2315;-0.2315	7.209e-01;7.209e-01	3.716e-05;3.716e-05	0.7346;0.2654	0.9667;0.0333	t|1e1.1o2|1e2.1o1	2	3	0;0	chr5	+	96722698-96727489;96726859-96727489	96722639-96722718;96726754-96726859;96727489-96727530		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A96727530-96722639
JAZF1	ENSG00000153814.13	ENSG00000153814.13:s:27895219-27895416	0.0000;-0.2597;0.0000;0.2673	5.490e-21;9.992e-01;5.490e-21;9.978e-01	9.996e-01;3.549e-13;9.996e-01;7.505e-10	0.0077;0.2832;0.0014;0.7084	0.0027;0.0027;0.0027;0.9919	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	1;1;0;0	chr7	-	27889068-27895220;27889050-27895220;27846547-27895220;27840867-27895220	na-27889050;na-27889068;27840698-27840867;27846503-27846547;27895219-27895416		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A27895416-27840698
JAZF1	ENSG00000153814.13	ENSG00000153814.13:s:27991909-27992056	-0.7055;0.0001;0.0001;0.7034	1.000e+00;5.937e-08;5.937e-08;1.000e+00	1.441e-11;9.949e-01;9.949e-01;2.408e-11	0.7449;0.0025;0.0025;0.2499	0.0417;0.0047;0.0047;0.9491	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	1;0;0;0	chr7	-	27965541-27991909;27914808-27991909;27913453-27991909;27895416-27991909	na-27965541;27895219-27895416;27913392-27913453;27914730-27914808;27991909-27992056		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A27992056-27895219
JAZF1	ENSG00000153814.13	ENSG00000153814.13:t:27895219-27895416	0.9721;-0.0535;-0.8933	1.000e+00;4.112e-08;1.000e+00	1.543e-21;3.997e-01;0.000e+00	0.0116;0.0899;0.8986	0.9869;0.0065;0.0065	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr7	-	27895416-27991909;27895416-27914730;27895416-27913392	27895219-27895416;27913392-27913453;27914730-27914808;27991909-27992056		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A27992056-27895219
MIA3	ENSG00000154305.18	ENSG00000154305.18:t:222645554-222646135	0.2645;-0.2645	9.143e-01;9.143e-01	1.153e-08;1.154e-08	0.0257;0.9743	0.2905;0.7095	t|1e1.1o1|1e2.1o1	2	3	0;0	chr1	+	222633249-222645554;222644586-222645554	222633104-222633249;222644303-222644586;222645554-222646135		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A222646135-222633104
DPY19L4	ENSG00000156162.16	ENSG00000156162.16:s:94739645-94739790	-0.0162;-0.5270;0.5637	2.886e-04;9.999e-01;1.000e+00	5.515e-01;1.455e-09;7.865e-14	0.0572;0.9051;0.0355	0.0204;0.3928;0.5860	s|1e1.1o2|1e1.2o2|1e2.1o1	3	3	0;0;0	chr8	+	94739790-94744343;94739790-94744485;94739790-94756036	94739645-94739790;94744343-94745084;94756036-94756159		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr8%3A94756159-94739645
UBXN11	ENSG00000158062.21	ENSG00000158062.21:t:26281328-26282569	-0.8429;0.8423	1.000e+00;1.000e+00	0.000e+00;5.329e-21	0.9985;0.0015	0.1580;0.8420	t|1e2.1o1|2e1.1o1	2	3	0;1	chr1	-	26282569-26282649;26281447-26301731	26281328-26282569;26282649-26282789;26301731-na		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A26301741-26281328
THAP8	ENSG00000161277.11	ENSG00000161277.11:t:36039323-36039718	0.2172;-0.2172	5.635e-01;5.635e-01	5.128e-03;5.128e-03	0.0104;0.9896	0.2614;0.7386	t|1e1.2o2|1e2.1o1	2	3	0;0	chr19	-	36039718-36054135;36039718-36039944	36039323-36039718;36039944-36040136;36054135-36054285		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr19%3A36054285-36039323
RACGAP1	ENSG00000161800.13	ENSG00000161800.13:t:49994414-49994509	0.0000;-0.5886;0.5843	2.114e-10;1.000e+00;1.000e+00	9.988e-01;0.000e+00;3.201e-19	0.0015;0.9969;0.0015	0.0040;0.3903;0.6054	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;1	chr12	-	49994509-49999141;49994509-49997040;49994509-49995002	49994414-49994509;49995002-na;49997040-49997204;49999139-49999271		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A49999271-49994414
LARP4	ENSG00000161813.23	ENSG00000161813.23:t:50427762-50427909	0.0000;-0.1686;-0.0000;-0.0005;0.2279;0.0000;-0.0003;-0.0116	5.487e-21;3.229e-01;5.488e-21;5.660e-21;7.118e-01;5.491e-21;5.653e-21;7.441e-09	1.000e+00;1.040e-02;9.999e-01;9.776e-01;1.086e-05;9.994e-01;9.782e-01;5.978e-01	0.0004;0.8247;0.0106;0.0229;0.0419;0.0004;0.0220;0.0806	0.0004;0.6485;0.0004;0.0004;0.2692;0.0083;0.0184;0.0532	t|1e1.1o1|1e2.1o1|1e3.1o2|1e4.1o1|1e5.1o2|1e6.1o1|1e7.1o1|2e2.1o1	8	8	0;0;0;0;0;0;0;0	chr12	+	50392588-50427762;50401028-50427762;50401221-50427762;50402813-50427762;50412453-50427762;50416434-50427762;50420887-50427762;50401028-50427765	50392383-50392588;50400809-50401028;50401108-50401281;50402675-50402813;50412405-50412457;50416346-50416434;50420788-50420887;50427762-50427909		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A50427909-50392383
IKBIP	ENSG00000166130.15	ENSG00000166130.15:s:98644523-98645113	-0.2397;0.2397	7.347e-01;7.347e-01	5.173e-04;5.173e-04	0.9302;0.0698	0.6914;0.3086	s|1e1.1o1|1e2.1o1	2	3	0;0	chr12	-	98634413-98644523;98614340-98644523	98613405-98614340;98634296-98634413;98644523-98645113		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A98645113-98613405
IKBIP	ENSG00000166130.15	ENSG00000166130.15:t:98613405-98614340	0.2225;-0.2225	6.316e-01;6.316e-01	5.764e-03;5.764e-03	0.1186;0.8814	0.3543;0.6457	t|1e1.1o1|1e2.1o1	2	3	0;0	chr12	-	98614340-98644523;98614340-98634296	98613405-98614340;98634296-98634413;98644523-98645113		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A98645113-98613405
ZNF561	ENSG00000171469.11	ENSG00000171469.11:s:9617812-9618179	0.0701;0.1300;0.0036;-0.2312;-0.0056	2.253e-02;1.983e-01;1.254e-04;6.169e-01;2.454e-03	1.718e-01;4.091e-02;5.936e-01;7.714e-03;4.232e-01	0.0027;0.0448;0.0549;0.8198;0.0845	0.1098;0.2000;0.0642;0.5562;0.0689	s|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o1|1e4.1o1	5	5	0;0;0;0;0	chr19	-	9617768-9618091;9617758-9618091;9617226-9618091;9617171-9618091;9614103-9618091	9614021-9614280;9616977-9617171;9617202-9617411;9617621-9617768;9617812-9618179		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr19%3A9618179-9614021
ZNF561	ENSG00000171469.11	ENSG00000171469.11:t:9616977-9617171	0.0000;-0.2412;0.2379	4.956e-08;6.762e-01;6.653e-01	9.907e-01;3.848e-03;4.022e-03	0.0053;0.9818;0.0126	0.0061;0.7094;0.2853	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr19	-	9617171-9619432;9617171-9618091;9617171-9617621	9616977-9617171;9617621-9617768;9617812-9618179;9619075-9619582		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr19%3A9619582-9616977
ZNF131	ENSG00000172262.12	ENSG00000172262.12:t:43122039-43122177	0.0000;0.1537;-0.0111;-0.3063;0.1104;0.0000;0.0089	6.153e-09;3.560e-01;2.576e-06;8.234e-01;2.018e-01;6.153e-09;3.035e-04	9.984e-01;3.121e-02;6.733e-01;1.728e-03;6.619e-02;9.984e-01;6.846e-01	0.0010;0.2718;0.0458;0.5451;0.1292;0.0010;0.0082	0.0025;0.4652;0.0025;0.2286;0.2612;0.0025;0.0397	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|2e4.1o1|2e5.1o1	7	6	0;0;0;0;0;0;0	chr5	+	43120051-43122039;43121123-43122039;43121528-43122039;43121568-43122039;43121828-43122039;43121568-43122044;43121828-43122044	43119923-43120051;43120883-43121123;43121508-43121528;43121533-43121568;43121596-43121828;43122039-43122177		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A43122177-43119923
LARP7	ENSG00000174720.18	ENSG00000174720.18:t:112644668-112644871	0.4172;-0.3035;0.0000;-0.0346;-0.0508;0.0005	1.000e+00;9.954e-01;5.487e-21;1.645e-20;2.225e-20;5.638e-21	2.344e-20;2.220e-16;1.000e+00;4.085e-01;4.702e-01;9.785e-01	0.3099;0.4912;0.0001;0.1038;0.0763;0.0163	0.7224;0.1887;0.0033;0.0537;0.0003;0.0287	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|1e6.1o1	6	7	0;0;0;0;1;0	chr4	+	112637239-112644668;112637603-112644668;112637787-112644668;112638673-112644668;112640831-112644668;112644488-112644668	na-112640831;112637077-112637239;112637456-112637603;112637644-112638020;112638269-112638673;112644304-112644488;112644668-112644871		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr4%3A112644871-112637077
YIF1A	ENSG00000174851.16	ENSG00000174851.16:t:66284869-66285335	-0.2165;0.2165	6.520e-01;6.520e-01	2.150e-05;2.150e-05	0.2482;0.7518	0.0339;0.9661	t|1e1.1o1|1e2.1o1	2	3	0;0	chr11	-	66284966-66285701;66284966-66285381	66284869-66285335;66285381-66285646;66285701-66285758		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A66285758-66284869
PITPNB	ENSG00000180957.19	ENSG00000180957.19:t:27914317-27914347	0.0000;0.3094;-0.3110	5.487e-21;9.860e-01;9.903e-01	1.000e+00;6.205e-11;2.192e-11	0.0010;0.6635;0.3355	0.0042;0.9672;0.0265	t|1e1.1o1|1e2.1o2|1e2.2o2	3	3	0;0;0	chr22	-	27914347-27919811;27914347-27919172;27914347-27919102	27914317-27914347;27919102-27919256;27919811-27920134		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr22%3A27920134-27914317
GNG2	ENSG00000186469.9	ENSG00000186469.9:t:51877592-51878044	-0.9738;0.0002;0.9686;0.0002;0.0002	1.000e+00;9.765e-07;1.000e+00;9.765e-07;9.765e-07	0.000e+00;9.917e-01;1.607e-21;9.917e-01;9.917e-01	0.9988;0.0003;0.0003;0.0003;0.0003	0.0049;0.0049;0.9805;0.0049;0.0049	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1	5	6	0;0;0;0;0	chr14	+	51827807-51877617;51847378-51877617;51860790-51877617;51861390-51877617;51874082-51877617	51827668-51827807;51847126-51847378;51860414-51860790;51861324-51861390;51873882-51874082;51877592-51878044		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr14%3A51878044-51827668
GNG2	ENSG00000186469.9	ENSG00000186469.9:t:51950650-51950765	-0.2706;0.0000;0.0000;0.2686;0.0000;0.0000;0.0000	9.866e-01;6.714e-09;6.714e-09;9.726e-01;6.714e-09;6.714e-09;6.714e-09	3.983e-08;9.984e-01;9.984e-01;1.458e-06;9.984e-01;9.984e-01;9.984e-01	0.2890;0.0002;0.0002;0.7102;0.0002;0.0002;0.0002	0.0025;0.0025;0.0025;0.9850;0.0025;0.0025;0.0025	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|1e6.1o1|1e7.1o1	7	8	0;0;0;0;0;0;0	chr14	+	51827807-51950650;51841572-51950650;51860790-51950650;51877657-51950650;51913128-51950650;51914274-51950650;51940091-51950650	51827668-51827807;51841506-51841572;51860414-51860790;51877592-51878044;51913009-51913336;51914110-51914274;51939781-51940399;51950650-51950765		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr14%3A51950765-51827668
SHTN1	ENSG00000187164.20	ENSG00000187164.20:t:116979256-116979308	-0.0080;-0.2031;0.2495	8.138e-21;5.461e-01;8.907e-01	7.667e-01;7.935e-11;5.770e-14	0.0464;0.2256;0.7317	0.0015;0.0015;0.9970	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	1;0;0	chr10	-	116979308-117126307;116979308-117048445;116979308-117005022	116979256-116979308;117005022-117005577;117048445-117048510;117126307-117126586		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr10%3A117126586-116979256
ZNF655	ENSG00000197343.11	ENSG00000197343.11:s:99560507-99560959	0.2616;0.0000;-0.0000;-0.0936;-0.0002;-0.2599;0.0953	8.286e-01;1.482e-07;5.487e-21;6.771e-02;5.538e-21;8.133e-01;1.985e-04	9.732e-05;7.307e-01;1.000e+00;8.953e-02;9.933e-01;1.474e-04;6.156e-02	0.1878;0.0834;0.0008;0.2617;0.0125;0.4437;0.0066	0.4489;0.0891;0.0004;0.1542;0.0030;0.1783;0.1217	s|1e1.1o1|1e2.3o3|1e3.2o2|1e4.1o2|1e5.1o1|1e6.1o1|1e7.1o1	7	8	0;1;0;0;0;0;0	chr7	+	99560695-99561888;99560695-99562368;99560695-99563194;99560695-99563863;99560695-99571260;99560695-99571688;99560695-99572245	99560507-99560959;99561888-99561973;99562344-99562494;99563188-99563266;99563863-99564705;99570199-99571571;99571688-99571792;99572245-99576453		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A99576453-99560507
ZNF655	ENSG00000197343.11	ENSG00000197343.11:t:99571688-99571792	-0.2510;0.0085;0.0418;0.1256	7.760e-01;6.689e-06;7.013e-04;1.083e-01	2.586e-04;7.290e-01;3.469e-01;3.743e-02	0.9904;0.0032;0.0032;0.0032	0.7200;0.0407;0.0853;0.1590	t|1e1.1o1|1e2.2o2|1e3.1o1|1e4.1o1	4	5	0;0;0;0	chr7	+	99560695-99571688;99561973-99571688;99562494-99571688;99571379-99571688	99560507-99560959;99561888-99561973;99562344-99562494;99570199-99571571;99571688-99571792		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A99571792-99560507
YTHDF2	ENSG00000198492.16	ENSG00000198492.16:s:28738259-28738338	-0.0008;-0.3817;0.3946	8.303e-09;9.793e-01;9.879e-01	9.640e-01;5.653e-06;1.747e-06	0.0138;0.8269;0.1547	0.0068;0.4394;0.5488	s|1e1.1o1|2e1.1o1|2e2.1o1	3	3	0;0;1	chr1	+	28738329-28742403;28738338-28742403;28738338-28768929	28738259-28738338;28742403-28743986;28768929-28769775		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A28769775-28738259
YTHDF2	ENSG00000198492.16	ENSG00000198492.16:t:28768929-28769775	0.3104;-0.3104	9.797e-01;9.797e-01	2.102e-08;2.103e-08	0.0521;0.9479	0.3611;0.6389	t|1e1.2o2|1e2.1o1	2	3	1;0	chr1	+	28738338-28768929;28743986-28768929	28738259-28738338;28742403-28743986;28768929-28769775		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A28769775-28738259
TCTN1	ENSG00000204852.17	ENSG00000204852.17:s:110640383-110640517	0.3362;-0.0000;-0.3229	9.594e-01;5.499e-21;9.441e-01	1.257e-05;9.984e-01;2.389e-05	0.4388;0.0156;0.5449	0.7677;0.0022;0.2301	s|1e1.1o1|1e2.2o4|1e3.2o2	3	4	0;0;0	chr12	+	110640517-110641024;110640517-110644967;110640517-110647211	110640383-110640517;110641024-110641149;110643356-110645143;110647196-110647262		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A110647262-110640383
TCTN1	ENSG00000204852.17	ENSG00000204852.17:t:110619836-110619956	0.5343;0.0015;-0.5019;0.0000;-0.0011	1.000e+00;5.967e-21;1.000e+00;5.493e-21;5.844e-21	2.003e-20;9.355e-01;0.000e+00;9.992e-01;9.554e-01	0.4455;0.0151;0.5119;0.0008;0.0262	0.9667;0.0263;0.0013;0.0076;0.0013	t|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o1|1e4.1o1	5	5	0;0;1;0;0	chr12	+	110614402-110619836;110614463-110619836;110616124-110619836;110616352-110619836;110616904-110619836	na-110616124;110614027-110614463;110616277-110616352;110616721-110616904;110619836-110619956		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A110619956-110614027
